original_id,date,titulaire-soutien,target_label,split,LOF_Score,is_statistical_outlier
EL191_L_1993_03_042_02_1_PF_07,1993-03-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,1.8442581,False
EL177_L_1988_06_090_01_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.842891,False
EL195_L_1993_03_071_02_1_PF_01,1993-03-21,Parti communiste français,LEFT_PCF,train,1.8422282,False
EL175_L_1988_06_038_09_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,1.8414707,False
EL191_L_1993_03_037_05_1_PF_08,1993-03-21,Front national,FAR_RIGHT_FN,train,1.8406609,False
EL174_L_1988_06_003_04_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.8398429,False
EL176_L_1988_06_059_23_1_PF_03,1988-06-05,Front national,FAR_RIGHT_FN,train,1.8387293,False
EL136_L_1981_06_075_10_1_PF_05,1981-06-14,Parti communiste français,LEFT_PCF,train,1.8370117,False
EL196_L_1993_03_078_12_1_PF_05,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.8368378,False
EL135_L_1981_06_041_02_2_PF_01,1981-06-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UNM,train,1.8363432,False
EL174_L_1988_06_013_09_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.8344839,False
EL177_L_1988_06_084_01_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,test,1.8339763,False
EL137_L_1981_06_076_04_1_PF_06,1981-06-14,écologistes,ECO,train,1.833811,False
EL196_L_1993_03_076_04_1_PF_08,1993-03-21,Lutte ouvrière,FAR_LEFT,test,1.8302765,False
EL174_L_1988_06_011_01_1_PF_02,1988-06-05,Front national,FAR_RIGHT_FN,train,1.829621,False
EL191_L_1993_03_033_06_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,train,1.8293349,False
EL136_L_1981_06_071_05_1_PF_01,1981-06-14,Parti socialiste,LEFT_PS,train,1.8262185,False
EL194_L_1993_03_069_13_2_PF_01,1993-03-28,Front national,FAR_RIGHT_FN,test,1.8261979,False
EL198_L_1993_03_094_03_1_PF_03,1993-03-21,Front national,FAR_RIGHT_FN,train,1.8260039,False
EL137_L_1981_06_988_01_1_PF_03,1981-06-14,Front indépendantiste;Libération Kanak socialiste;Front uni de libération kanak;Parti socialiste calédonien,LEFT_PS,train,1.8259549,False
EL174_L_1988_06_007_01_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,test,1.8220801,False
EL134_L_1981_06_034_05_1_PF_02,1981-06-14,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,test,1.821552,False
EL174_L_1988_06_026_03_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.8213308,False
EL197_L_1993_03_086_02_1_PF_06,1993-03-21,Parti socialiste,LEFT_PS,train,1.8207645,False
EL189_L_1993_03_013_06_1_PF_03,1993-03-21,Parti communiste français,LEFT_PCF,train,1.818749,False
EL190_L_1993_03_030_05_1_PF_01,1993-03-21,Lutte ouvrière,FAR_LEFT,test,1.8174652,False
EL195_L_1993_03_074_04_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,train,1.8173912,False
EL177_L_1988_06_091_10_2_PF_02,1988-06-12,Centre national des indépendants et paysans;Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,1.8152757,False
EL194_L_1993_03_069_14_1_PF_11,1993-03-21,Parti communiste français,LEFT_PCF,train,1.8145521,False
EL174_L_1988_06_013_03_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,train,1.8136045,False
EL176_L_1988_06_059_05_1_PF_03,1988-06-05,Front national,FAR_RIGHT_FN,train,1.8105447,False
EL137_L_1981_06_080_01_1_PF_05,1981-06-14,Union pour la démocratie française,RIGHT_UDF,train,1.8062224,False
EL191_L_1993_03_033_01_1_PF_01,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.8058286,False
EL135_L_1981_06_051_01_1_PF_03,1981-06-14,Socialistes,LEFT_PS,train,1.8055186,False
EL190_L_1993_03_024_02_1_PF_08,1993-03-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,1.8055071,False
EL174_L_1988_06_025_05_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,1.804799,False
EL177_L_1988_06_093_01_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.8044693,False
EL175_L_1988_06_052_02_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.8032106,False
EL137_L_1981_06_080_03_2_PF_01,1981-06-21,Parti communiste français;Mouvement des radicaux de gauche;Parti socialiste,LEFT_PCF,train,1.8031088,False
EL190_L_1993_03_018_01_1_PF_01,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.8026869,False
EL174_L_1988_06_027_05_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,1.8024814,False
EL195_L_1993_03_074_02_1_PF_02,1993-03-21,Front national,FAR_RIGHT_FN,train,1.8016659,False
EL135_L_1981_06_037_04_2_PF_01,1981-06-21,Parti socialiste;Mouvement des radicaux de gauche;Lutte ouvrière;Parti communiste français,LEFT_PCF,test,1.8014073,False
EL175_L_1988_06_054_06_1_PF_01,1988-06-05,Front national,FAR_RIGHT_FN,test,1.8006073,False
EL193_L_1993_03_059_24_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,train,1.8001531,False
EL136_L_1981_06_073_03_1_PF_02,1981-06-14,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,1.7992655,False
EL190_L_1993_03_017_01_1_PF_06,1993-03-21,Ecologie les Verts,ECO,test,1.7992007,False
EL194_L_1993_03_066_01_1_PF_01,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.7954462,False
EL174_L_1988_06_012_03_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.794073,False
EL195_L_1993_03_075_18_1_PF_04,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.7938172,False
EL177_L_1988_06_988_02_1_PF_01,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7937843,False
EL193_L_1993_03_062_06_1_PF_05,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.7932496,False
EL190_L_1993_03_027_04_1_PF_02,1993-03-21,Parti communiste français,LEFT_PCF,train,1.7925006,False
EL189_L_1993_03_013_15_1_PF_03,1993-03-21,Parti communiste français,LEFT_PCF,test,1.7919405,False
EL196_L_1993_03_081_04_1_PF_02,1993-03-21,Union pour la démocratie française;Parti républicain,RIGHT_UDF,train,1.791157,False
EL190_L_1993_03_027_05_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,1.7903842,False
EL191_L_1993_03_033_06_1_PF_05,1993-03-21,Lutte ouvrière,FAR_LEFT,test,1.7899076,False
EL190_L_1993_03_022_05_2_PF_02,1993-03-28,Parti socialiste,LEFT_PS,test,1.7895911,False
EL135_L_1981_06_059_19_1_PF_01,1981-06-14,Parti communiste français,LEFT_PCF,train,1.7869595,False
EL191_L_1993_03_033_02_1_PF_04,1993-03-21,Mouvement des radicaux de gauche,LEFT_PS,train,1.7861563,False
EL177_L_1988_06_093_08_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,test,1.7859552,False
EL192_L_1993_03_057_04_2_PF_02,1993-03-28,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.7853205,False
EL174_L_1988_06_013_05_1_PF_07,1988-06-05,Front national,FAR_RIGHT_FN,train,1.785191,False
EL194_L_1993_03_067_08_1_PF_03,1993-03-21,Rassemblement pour la République,RIGHT_RPR,train,1.7845727,False
EL189_L_1993_03_013_16_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,train,1.783406,False
EL192_L_1993_03_058_03_1_PF_03,1993-03-21,Front national,FAR_RIGHT_FN,test,1.7832453,False
EL189_L_1993_03_009_01_1_PF_03,1993-03-21,Ecologie les Verts,ECO,train,1.781865,False
EL175_L_1988_06_030_02_1_PF_01,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7796807,False
EL176_L_1988_06_070_02_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,test,1.7790296,False
EL135_L_1981_06_038_05_1_PF_06,1981-06-14,Union pour la démocratie française,RIGHT_UDF,train,1.778207,False
EL190_L_1993_03_025_04_1_PF_03,1993-03-21,Solidarité écologie gauche alternative,ECO,train,1.7774605,False
EL194_L_1993_03_068_07_1_PF_08,1993-03-21,Parti communiste français,LEFT_PCF,train,1.7774374,False
EL177_L_1988_06_083_06_1_PF_02,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7770718,False
EL189_L_1993_03_013_16_1_PF_07,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.7769648,False
EL176_L_1988_06_059_01_1_PF_02,1988-06-05,Rassemblement pour la République;Union pour la démocratie française;Centre national des indépendants et paysans,RIGHT_URC,test,1.7752569,False
EL194_L_1993_03_068_07_2_PF_01,1993-03-28,Rassemblement pour la République;Union pour la démocratie française;Centre des démocrates sociaux,RIGHT_UPF,train,1.77475,False
EL198_L_1993_03_094_11_1_PF_01,1993-03-21,Parti communiste français,LEFT_PCF,train,1.772988,False
EL197_L_1993_03_091_03_2_PF_02,1993-03-28,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.7719662,False
EL195_L_1993_03_075_09_1_PF_04,1993-03-21,Jeunesses communistes révolutionnaires;Groupe socialiste internationaliste,LEFT_PS,train,1.7714664,False
EL134_L_1981_06_013_11_1_PF_04,1981-06-14,Parti communiste français,LEFT_PCF,test,1.7700665,False
EL175_L_1988_06_029_03_1_PF_02,1988-06-05,Front national,FAR_RIGHT_FN,test,1.7685285,False
EL136_L_1981_06_067_02_2_PF_01,1981-06-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,1.7683553,False
EL192_L_1993_03_054_02_1_PF_04,1993-03-21,Parti socialiste,LEFT_PS,train,1.7681338,False
EL137_L_1981_06_087_02_2_PF_01,1981-06-21,Parti communiste français;Parti socialiste,LEFT_PCF,test,1.7677256,False
EL193_L_1993_03_061_01_2_PF_01,1993-03-28,Rassemblement pour la République,RIGHT_RPR,train,1.7638408,False
EL177_L_1988_06_082_02_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7625631,False
EL196_L_1993_03_077_03_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,1.7622901,False
EL190_L_1993_03_030_04_1_PF_07,1993-03-21,Alliance pour l'écologie et la démocratie,ECO,train,1.7612506,False
EL177_L_1988_06_079_01_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7598187,False
EL177_L_1988_06_075_11_2_PF_02,1988-06-12,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,1.7594708,False
EL196_L_1993_03_077_05_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,test,1.7593505,False
EL177_L_1988_06_093_03_1_PF_05,1988-06-05,socialiste,LEFT_PS,test,1.7575063,False
EL194_L_1993_03_068_03_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,train,1.7566636,False
EL176_L_1988_06_060_07_1_PF_03,1988-06-05,Union pour la démocratie française;Rassemblement pour la République,RIGHT_URC,train,1.7561406,False
EL176_L_1988_06_059_13_2_PF_01,1988-06-12,Parti communiste français,LEFT_PCF,train,1.7546965,False
EL175_L_1988_06_030_05_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,test,1.7542198,False
EL194_L_1993_03_068_06_1_PF_08,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux,ECO,train,1.75351,False
EL193_L_1993_03_062_13_1_PF_07,1993-03-21,Union pour la démocratie française;Rassemblement pour la République;Centre des démocrates sociaux;Parti républicain;Parti radical;Parti social démocrate,RIGHT_UPF,train,1.7531866,False
EL189_L_1993_03_010_03_1_PF_05,1993-03-21,Parti communiste français,LEFT_PCF,train,1.7516385,False
EL177_L_1988_06_092_08_1_PF_05,1988-06-05,Meudon écologie;Amis de la Terre;Nature et progrès;Confédération syndicale du cadre de vie;Alternative,ECO,train,1.7512673,False
EL137_L_1981_06_091_02_1_PF_03,1981-06-14,Parti socialiste,LEFT_PS,train,1.7500911,False
EL177_L_1988_06_095_03_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7476888,False
EL192_L_1993_03_056_01_2_PF_02,1993-03-28,Parti socialiste,LEFT_PS,train,1.7455804,False
EL177_L_1988_06_075_17_1_PF_03,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,test,1.7452216,False
EL195_L_1993_03_075_18_2_PF_01,1993-03-28,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.7446575,False
EL198_L_1993_03_093_05_1_PF_07,1993-03-21,Parti socialiste,LEFT_PS,test,1.7439369,False
EL197_L_1993_03_088_02_1_PF_04,1993-03-21,Ecologie les Verts;Génération écologie,ECO,train,1.7436106,False
EL135_L_1981_06_042_06_1_PF_02,1981-06-14,Parti socialiste,LEFT_PS,train,1.7427979,False
EL194_L_1993_03_065_03_1_PF_05,1993-03-21,Parti communiste français,LEFT_PCF,test,1.7426416,False
EL177_L_1988_06_094_06_2_PF_01,1988-06-12,Parti socialiste,LEFT_PS,train,1.7417831,False
EL137_L_1981_06_076_02_1_PF_05,1981-06-14,écologistes,ECO,train,1.7412713,False
EL135_L_1981_06_061_03_2_PF_01,1981-06-21,Parti socialiste,LEFT_PS,train,1.7407887,False
EL196_L_1993_03_076_03_1_PF_02,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.7390493,False
EL195_L_1993_03_075_19_1_PF_04,1993-03-21,Ligue communiste révolutionnaire,FAR_LEFT,train,1.7386739,False
EL198_L_1993_03_094_04_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,1.737337,False
EL196_L_1993_03_076_06_1_PF_05,1993-03-21,Entente pour la démocratie et l'écologie en Normandie;Alliance pour l'écologie et la démocratie,ECO,train,1.7370869,False
EL198_L_1993_03_094_06_1_PF_08,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.7370442,False
EL175_L_1988_06_044_09_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.736857,False
EL198_L_1993_03_093_05_2_PF_01,1993-03-28,Parti communiste français,LEFT_PCF,train,1.734113,False
EL176_L_1988_06_057_05_2_PF_01,1988-06-12,Union pour la démocratie française;Rassemblement pour la République,RIGHT_URC,test,1.73341,False
EL192_L_1993_03_057_10_1_PF_03,1993-03-21,Parti communiste français,LEFT_PCF,train,1.7325243,False
EL197_L_1993_03_091_07_1_PF_06,1993-03-21,Lutte ouvrière,FAR_LEFT,train,1.7305046,False
EL137_L_1981_06_095_05_2_PF_01,1981-06-21,Parti socialiste;Parti communiste français,LEFT_PCF,train,1.7304332,False
EL177_L_1988_06_079_04_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,test,1.7278252,False
EL191_L_1993_03_035_05_1_PF_01,1993-03-21,Lutte ouvrière,FAR_LEFT,test,1.7276776,False
EL175_L_1988_06_041_03_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,test,1.7270476,False
EL192_L_1993_03_054_05_1_PF_06,1993-03-21,Verts;Génération écologie,ECO,test,1.7269604,False
EL177_L_1988_06_092_01_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7262539,False
EL135_L_1981_06_055_02_2_PF_02,1981-06-21,Parti socialiste;Parti communiste français,LEFT_PCF,test,1.7261093,False
EL135_L_1981_06_051_01_1_PF_04,1981-06-14,Mouvement des radicaux de gauche,LEFT_PS,train,1.7260814,False
EL136_L_1981_06_067_05_1_PF_02,1981-06-14,Parti socialiste,LEFT_PS,train,1.7260553,False
EL190_L_1993_03_021_03_1_PF_06,1993-03-21,Union pour la démocratie française;Rassemblement pour la République;Centre national des indépendants,RIGHT_UPF,train,1.7225524,False
EL175_L_1988_06_042_07_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7224249,False
EL136_L_1981_06_075_30_1_PF_02,1981-06-14,Parti communiste français,LEFT_PCF,train,1.7213645,False
EL198_L_1993_03_094_07_1_PF_03,1993-03-21,Front national,FAR_RIGHT_FN,train,1.7203956,False
EL193_L_1993_03_059_04_1_PF_05,1993-03-21,Parti socialiste,LEFT_PS,train,1.7199047,False
EL174_L_1988_06_025_03_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7182205,False
EL174_L_1988_06_014_02_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7175914,False
EL191_L_1993_03_037_03_1_PF_03,1993-03-21,Front national,FAR_RIGHT_FN,train,1.7174531,False
EL136_L_1981_06_075_25_1_PF_04,1981-06-14,Parti communiste français,LEFT_PCF,train,1.7168071,False
EL194_L_1993_03_068_02_1_PF_06,1993-03-21,Parti communiste français,LEFT_PCF,train,1.7161708,False
EL174_L_1988_06_013_13_1_PF_05,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7160515,False
EL137_L_1981_06_091_04_1_PF_09,1981-06-14,Parti communiste français,LEFT_PCF,train,1.7153434,False
EL192_L_1993_03_056_01_1_PF_07,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux;Union nationale écologiste;Parti pour la défense des animaux;Mouvement universaliste,ECO,test,1.7144735,False
EL177_L_1988_06_094_11_1_PF_06,1988-06-05,Parti communiste français,LEFT_PCF,train,1.71291,False
EL137_L_1981_06_093_09_1_PF_11,1981-06-14,Rassemblement pour la République,RIGHT_RPR,train,1.7124144,False
EL175_L_1988_06_055_02_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,1.711625,False
EL134_L_1981_06_013_03_2_PF_01,1981-06-21,Parti socialiste,LEFT_PS,train,1.7104614,False
EL174_L_1988_06_016_04_1_PF_03,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,1.7100034,False
EL197_L_1993_03_083_05_1_PF_06,1993-03-21,Union pour la démocratie française,RIGHT_UDF,train,1.7081178,False
EL189_L_1993_03_002_02_1_PF_07,1993-03-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,1.7081151,False
EL134_L_1981_06_019_02_2_PF_01,1981-06-21,Parti socialiste,LEFT_PS,train,1.7075595,False
EL189_L_1993_03_006_09_1_PF_04,1993-03-21,Parti communiste français,LEFT_PCF,test,1.70631,False
EL189_L_1993_03_012_01_1_PF_03,1993-03-21,Verts,ECO,train,1.7063029,False
EL175_L_1988_06_031_06_1_PF_05,1988-06-05,Front national,FAR_RIGHT_FN,train,1.7052118,False
EL197_L_1993_03_088_01_1_PF_07,1993-03-21,Parti communiste français,LEFT_PCF,train,1.7050443,False
EL135_L_1981_06_057_08_1_PF_01,1981-06-14,Parti socialiste,LEFT_PS,train,1.7046009,False
EL175_L_1988_06_055_01_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7040006,False
EL136_L_1981_06_075_31_1_PF_04,1981-06-14,Parti communiste français,LEFT_PCF,train,1.7039689,False
EL135_L_1981_06_036_01_1_PF_01,1981-06-14,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UNM,train,1.7034997,False
EL136_L_1981_06_068_03_1_PF_02,1981-06-14,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,1.703114,False
EL177_L_1988_06_084_03_2_PF_01,1988-06-12,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,1.7011645,False
EL134_L_1981_06_022_04_1_PF_02,1981-06-14,Union pour la démocratie française,RIGHT_UDF,train,1.7010552,False
EL175_L_1988_06_042_06_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,1.7007176,False
EL134_L_1981_06_027_01_2_PF_02,1981-06-21,Union pour la démocratie française,RIGHT_UDF,test,1.700292,False
EL191_L_1993_03_034_05_1_PF_01,1993-03-21,Parti communiste français,LEFT_PCF,test,1.7001,False
EL195_L_1993_03_074_01_1_PF_01,1993-03-21,Front national,FAR_RIGHT_FN,train,1.6998632,False
EL195_L_1993_03_075_21_1_PF_08,1993-03-21,Parti communiste français,LEFT_PCF,train,1.6978729,False
EL177_L_1988_06_093_12_1_PF_04,1988-06-05,Centre national des indépendants et paysans;Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,1.6974485,False
EL176_L_1988_06_056_05_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6954253,False
EL197_L_1993_03_084_04_2_PF_01,1993-03-28,Front national,FAR_RIGHT_FN,train,1.6949809,False
EL134_L_1981_06_033_10_1_PF_01,1981-06-14,Parti socialiste,LEFT_PS,train,1.694508,False
EL134_L_1981_06_030_02_1_PF_05,1981-06-14,Rassemblement pour la République,RIGHT_RPR,train,1.6935169,False
EL137_L_1981_06_080_02_2_PF_02,1981-06-21,Parti socialiste,LEFT_PS,test,1.6934539,False
EL174_L_1988_06_021_02_1_PF_01,1988-06-05,Rassemblement pour la République,RIGHT_RPR,test,1.6933358,False
EL177_L_1988_06_084_01_1_PF_05,1988-06-05,Verts,ECO,train,1.6930518,False
EL194_L_1993_03_064_01_2_PF_01,1993-03-28,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,test,1.690319,False
EL196_L_1993_03_078_08_2_PF_02,1993-03-28,Front national;Association de défense de la famille en Yvelines,FAR_RIGHT_FN,test,1.6901753,False
EL175_L_1988_06_031_03_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6896325,False
EL197_L_1993_03_087_04_1_PF_03,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.6894044,False
EL136_L_1981_06_075_28_1_PF_06,1981-06-14,Parti communiste français,LEFT_PCF,train,1.6892719,False
EL192_L_1993_03_057_02_1_PF_05,1993-03-21,Verts;Génération écologie,ECO,test,1.6882629,False
EL191_L_1993_03_041_01_1_PF_01,1993-03-21,Parti communiste français,LEFT_PCF,train,1.6863256,False
EL191_L_1993_03_033_04_1_PF_07,1993-03-21,Lutte ouvrière,FAR_LEFT,test,1.685263,False
EL191_L_1993_03_035_07_2_PF_01,1993-03-28,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,test,1.6832494,False
EL196_L_1993_03_081_04_1_PF_07,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux,ECO,train,1.6829126,False
EL136_L_1981_06_075_18_1_PF_03,1981-06-14,Front national,FAR_RIGHT_FN,test,1.6823672,False
EL192_L_1993_03_049_05_2_PF_02,1993-03-28,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,1.6822278,False
EL135_L_1981_06_062_11_2_PF_02,1981-06-21,Centre des démocrates sociaux;Union pour la démocratie française,RIGHT_UDF,train,1.6810955,False
EL196_L_1993_03_076_04_1_PF_06,1993-03-21,Union pour la démocratie française;Rassemblement pour la République,RIGHT_UPF,train,1.6807688,False
EL174_L_1988_06_011_02_1_PF_02,1988-06-05,Front national,FAR_RIGHT_FN,test,1.6786492,False
EL137_L_1981_06_088_03_1_PF_01,1981-06-14,Lutte ouvrière,FAR_LEFT,train,1.6782404,False
EL175_L_1988_06_038_05_1_PF_04,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6781591,False
EL174_L_1988_06_016_03_1_PF_03,1988-06-05,Front national,FAR_RIGHT_FN,train,1.6780839,False
EL175_L_1988_06_034_06_1_PF_05,1988-06-05,Front national,FAR_RIGHT_FN,train,1.677517,False
EL136_L_1981_06_075_02_1_PF_03,1981-06-14,Parti communiste français,LEFT_PCF,train,1.6767937,False
EL174_L_1988_06_027_01_1_PF_03,1988-06-05,Parti communiste français,LEFT_PCF,train,1.676715,False
EL195_L_1993_03_071_04_1_PF_06,1993-03-21,Parti socialiste;Mouvement des radicaux de gauche,LEFT_PS,test,1.6755776,False
EL192_L_1993_03_056_04_1_PF_06,1993-03-21,Nouveaux écologistes du rassemblement nature et animaux;Union nationale écologiste;Parti pour la défense des animaux;Mouvement universaliste,ECO,train,1.675264,False
EL177_L_1988_06_078_09_2_PF_01,1988-06-12,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,train,1.6743058,False
EL134_L_1981_06_014_02_2_PF_01,1981-06-21,Parti socialiste,LEFT_PS,train,1.6742481,False
EL196_L_1993_03_081_02_2_PF_02,1993-03-28,Parti socialiste,LEFT_PS,train,1.6741074,False
EL176_L_1988_06_067_09_1_PF_03,1988-06-05,Union pour la démocratie française,RIGHT_UDF,train,1.6700555,False
EL177_L_1988_06_083_07_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6698158,False
EL198_L_1993_03_095_07_1_PF_06,1993-03-21,Rassemblement pour la République,RIGHT_RPR,train,1.6693747,False
EL198_L_1993_03_094_01_1_PF_02,1993-03-21,Front national,FAR_RIGHT_FN,test,1.6683177,False
EL174_L_1988_06_021_04_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6680472,False
EL137_L_1981_06_084_03_1_PF_02,1981-06-14,Rassemblement pour la République,RIGHT_RPR,train,1.6672593,False
EL136_L_1981_06_075_14_1_PF_08,1981-06-14,Parti communiste français,LEFT_PCF,test,1.6664557,False
EL190_L_1993_03_018_02_1_PF_08,1993-03-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UPF,train,1.666315,False
EL193_L_1993_03_059_18_1_PF_05,1993-03-21,Front national,FAR_RIGHT_FN,train,1.6653502,False
EL174_L_1988_06_02B_01_1_PF_02,1988-06-05,Parti communiste français,LEFT_PCF,train,1.663813,False
EL137_L_1981_06_092_02_1_PF_01,1981-06-14,Rassemblement pour la République,RIGHT_RPR,test,1.6637746,False
EL195_L_1993_03_075_07_1_PF_02,1993-03-21,Parti socialiste;Mouvement des radicaux de gauche,LEFT_PS,train,1.6635168,False
EL177_L_1988_06_091_02_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6631728,False
EL177_L_1988_06_084_02_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.6630026,False
EL175_L_1988_06_042_06_1_PF_01,1988-06-05,Rassemblement pour la République;Union pour la démocratie française,RIGHT_URC,test,1.6618475,False
EL135_L_1981_06_059_23_1_PF_02,1981-06-14,Parti socialiste unifié,LEFT_PS,train,1.6611139,False
EL193_L_1993_03_059_11_1_PF_01,1993-03-21,Parti socialiste,LEFT_PS,train,1.6596463,False
EL189_L_1993_03_013_11_1_PF_06,1993-03-21,Front national,FAR_RIGHT_FN,train,1.659331,False
EL174_L_1988_06_026_02_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,test,1.6592101,False
EL189_L_1993_03_006_02_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,1.6572361,False
EL194_L_1993_03_066_01_2_PF_02,1993-03-28,Front national,FAR_RIGHT_FN,train,1.6566415,False
EL193_L_1993_03_059_16_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,test,1.656046,False
EL190_L_1993_03_024_02_1_PF_09,1993-03-21,Front national,FAR_RIGHT_FN,train,1.654241,False
EL191_L_1993_03_042_07_1_PF_07,1993-03-21,Génération écologie;Verts,ECO,train,1.6533718,False
EL134_L_1981_06_031_03_2_PF_02,1981-06-21,Rassemblement pour la République;Union pour la démocratie française,RIGHT_UNM,train,1.6532961,False
EL196_L_1993_03_081_02_1_PF_04,1993-03-21,Front national,FAR_RIGHT_FN,train,1.6530427,False
EL135_L_1981_06_062_04_1_PF_02,1981-06-14,Parti socialiste,LEFT_PS,train,1.6521693,False
EL175_L_1988_06_045_01_1_PF_04,1988-06-05,Front national,FAR_RIGHT_FN,train,1.6508293,False
EL177_L_1988_06_093_03_1_PF_01,1988-06-05,Parti communiste français,LEFT_PCF,train,1.6489159,False
